ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10742	"Rnf181"	NA	chrNC_000072.7	-	72337857	72337996	72337857	72337932	72338104	72338209	10742	45,28,46	33,22,22	45,51,54	28,23,16	164	100	0.146402157911	0.6090839728337871	0.454,0.437,0.56	0.495,0.575,0.673	-0.097
10743	"Depdc5"	NA	chrNC_000071.7	+	33021353	33021656	33021501	33021656	33021050	33021087	10743	10,5,3	6,1,0	5,9,9	3,1,2	248	100	0.917722290994	1.0	0.402,0.668,1.0	0.402,0.784,0.645	0.08
10744	"Depdc5"	NA	chrNC_000071.7	+	33021353	33021656	33021501	33021656	33021050	33021165	10744	10,5,3	0,0,0	8,11,12	5,1,2	248	100	3.98483837261e-07	0.0002005967636771874	1.0,1.0,1.0	0.392,0.816,0.708	0.361
10745	"Depdc5"	NA	chrNC_000071.7	+	33094864	33095048	33094891	33095048	33091293	33091359	10745	8,33,14	42,55,57	5,15,38	44,32,31	127	100	0.481137213844	1.0	0.13,0.321,0.162	0.082,0.27,0.491	-0.077
10747	"Lig3"	NA	chrNC_000077.7	+	82678453	82678654	82678456	82678654	82676140	82676284	10747	55,81,83	20,27,31	91,78,90	23,27,34	103	100	0.643819539164	1.0	0.728,0.744,0.722	0.793,0.737,0.72	-0.019
10748	"Ggcx"	NA	chrNC_000072.7	+	72395218	72395449	72395283	72395449	72394837	72394996	10748	30,20,18	173,148,145	30,18,14	109,147,100	165	100	0.406617567568	0.9560545703583895	0.095,0.076,0.07	0.143,0.069,0.078	-0.016
10751	"Tsnaxip1"	NA	chrNC_000074.7	+	106563973	106564164	106564037	106564164	106563777	106563890	10751	8,12,23	9,18,26	83,6,33	70,19,26	164	100	0.739126082706	1.0	0.351,0.289,0.35	0.42,0.161,0.436	-0.009
10752	"Tsnaxip1"	NA	chrNC_000074.7	+	106563973	106564164	106564040	106564164	106563777	106563890	10752	9,12,27	0,1,1	87,6,37	3,0,1	167	100	1	1.0	1.0,0.878,0.942	0.946,1.0,0.957	-0.028
10753	"Tsnaxip1"	NA	chrNC_000074.7	+	106564037	106564164	106564040	106564164	106563777	106563890	10753	10,18,30	0,1,1	74,19,30	3,0,1	103	100	1	1.0	1.0,0.946,0.967	0.96,1.0,0.967	-0.005
10754	"Pin1"	NA	chrNC_000075.7	+	20574470	20575008	20574475	20575008	20573593	20573704	10754	717,742,800	8,3,5	620,644,818	4,5,5	105	100	1	1.0	0.988,0.996,0.993	0.993,0.992,0.994	-0.001
10755	"Ammecr1l"	NA	chrNC_000084.7	+	31909842	31912006	31911909	31912006	31909039	31909130	10755	535,464,336	158,165,193	486,526,565	141,182,120	2167	100	0.00252778452916	0.06222429007232978	0.135,0.115,0.074	0.137,0.118,0.178	-0.036
10757	"Zfp867"	NA	chrNC_000077.7	-	59356276	59357154	59356276	59356403	59363166	59363353	10757	63,53,37	145,173,137	36,72,50	163,158,131	851	100	0.829620847415	1.0	0.049,0.035,0.031	0.025,0.051,0.043	-0.001
10758	"Cd2bp2"	NA	chrNC_000073.7	-	126794532	126794639	126794532	126794633	126794958	126795249	10758	0,6,3	27,36,29	3,8,3	57,39,47	106	100	0.877465426144	1.0	0.0,0.136,0.089	0.047,0.162,0.057	-0.014
10759	"Cd2bp2"	NA	chrNC_000073.7	-	126794532	126794639	126794532	126794633	126795100	126795249	10759	1,3,6	135,169,106	7,9,8	140,133,158	106	100	0.0143062318322	0.17386563787906684	0.007,0.016,0.051	0.045,0.06,0.046	-0.026
10761	"Zbtb25"	NA	chrNC_000078.7	-	76387167	76397047	76387167	76396973	76402662	76402842	10761	193,156,132	6,13,10	184,171,187	11,13,12	174	100	0.685950742327	1.0	0.949,0.873,0.884	0.906,0.883,0.9	0.006
10762	"Alkbh4"	NA	chrNC_000071.7	+	136168191	136168389	136168315	136168389	136164998	136165148	10762	81,79,83	5,9,3	92,81,43	6,2,4	224	100	0.504788236012	1.0	0.879,0.797,0.925	0.873,0.948,0.828	-0.016
10763	"Alkbh4"	NA	chrNC_000071.7	+	136168990	136170469	136169032	136170469	136168191	136168389	10763	2,2,1	40,32,23	2,0,0	32,41,30	142	100	0.351598379868	0.9062704783694379	0.034,0.042,0.03	0.042,0.0,0.0	0.021
10764	"Eif5b"	NA	chrNC_000067.7	+	38075073	38075354	38075076	38075354	38073109	38073184	10764	277,224,263	42,25,24	257,318,311	30,28,32	103	100	0.39120464988	0.9408213181749332	0.865,0.897,0.914	0.893,0.917,0.904	-0.013
10765	"Naxe"	NA	chrNC_000069.7	-	87965030	87965144	87965030	87965135	87965227	87965338	10765	960,1099,1115	0,1,0	1285,1005,985	0,0,0	109	100	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0	-0.0
10766	"Rtkn"	NA	chrNC_000072.7	+	83128680	83129560	83128866	83129560	83128217	83128322	10766	17,10,33	233,198,238	41,23,38	235,270,183	286	100	0.00520107821994	0.09831385076276472	0.025,0.017,0.046	0.057,0.029,0.068	-0.022
10768	"Gm15624"	NA	chrNC_000072.7	-	83142524	83148689	83142524	83143620	83149489	83149755	10768	16,21,22	0,2,0	33,23,45	0,0,1	5169	100	0.359944848309	0.9152513755490151	1.0,0.169,1.0	1.0,1.0,0.465	-0.099
10769	"Gm15624"	NA	chrNC_000072.7	-	83142524	83148862	83142524	83143620	83149489	83149755	10769	16,24,27	0,2,0	36,28,55	0,0,1	5342	100	0.379184650211	0.9316073295987629	1.0,0.183,1.0	1.0,1.0,0.507	-0.108
10770	"Gm15624"	NA	chrNC_000072.7	-	83142524	83148862	83142524	83148689	83149489	83149755	10770	0,4,5	0,1,0	3,7,10	0,2,0	273	100	1	1.0	NA,0.594,1.0	1.0,0.562,1.0	-0.057
10771	"Fip1l1"	NA	chrNC_000071.7	+	74752434	74752654	74752477	74752654	74748805	74748861	10771	630,707,750	6,6,3	755,582,747	3,4,5	143	100	1	1.0	0.987,0.988,0.994	0.994,0.99,0.991	-0.002
10773	"Gm52907"	NA	chrNC_000072.7	+	83758923	83759974	83758926	83759974	83752916	83753208	10773	0,1,6	1,9,5	1,1,1	4,3,11	103	100	0.102350445624	0.5045426847174774	0.0,0.097,0.538	0.195,0.244,0.081	0.038
10775	"Dysf"	NA	chrNC_000072.7	+	84107039	84107175	84107097	84107175	84106452	84106546	10775	4,0,1	214,195,273	1,1,4	180,169,75	158	100	1	1.0	0.012,0.0,0.002	0.004,0.004,0.033	-0.009
10776	"Exoc6b"	NA	chrNC_000072.7	-	84828832	84828942	84828832	84828939	84830558	84830664	10776	142,191,156	15,14,13	135,176,212	15,24,9	103	100	0.778137220139	1.0	0.902,0.93,0.921	0.897,0.877,0.958	0.007
10783	"Zdhhc20"	NA	chrNC_000080.7	-	58070230	58074103	58070230	58073011	58075047	58075124	10783	1469,1281,1298	2,4,4	1276,1407,1447	0,0,1	1192	100	0.10388743799	0.5092204117250827	0.984,0.964,0.965	1.0,1.0,0.992	-0.026
10784	"Zdhhc20"	NA	chrNC_000080.7	-	58070230	58074103	58070230	58073011	58076546	58076662	10784	1469,1270,1264	35,14,20	1294,1400,1425	37,46,35	1192	100	0.00336353631692	0.07373006305061792	0.779,0.884,0.841	0.746,0.719,0.774	0.088
10785	"Zdhhc20"	NA	chrNC_000080.7	-	58070230	58074103	58070230	58073011	58078285	58078375	10785	1408,1230,1207	0,0,0	1230,1330,1364	0,1,0	1192	100	1	1.0	1.0,1.0,1.0	1.0,0.991,1.0	0.003
10786	"Gm36907"	NA	chrNC_000083.7	+	18081592	18090783	18082627	18090783	18073143	18073322	10786	3,4,5	2,0,0	6,10,8	0,0,1	1135	100	0.29409182807	0.8450104238038698	0.117,1.0,1.0	1.0,1.0,0.413	-0.099
10787	"Usp40"	NA	chrNC_000067.7	-	87880061	87881773	87880061	87880180	87881872	87881967	10787	60,31,74	90,59,72	88,48,100	77,99,64	1693	100	0.0791632372011	0.43386797612448275	0.038,0.03,0.057	0.063,0.028,0.084	-0.017
10788	"Usp40"	NA	chrNC_000067.7	-	87887510	87887615	87887510	87887585	87890145	87890210	10788	1,3,2	66,80,67	2,12,6	50,74,63	130	100	0.000731317504706	0.028102689455648883	0.012,0.028,0.022	0.03,0.111,0.068	-0.049
10789	"Gm3764"	NA	chrNC_000069.7	+	88128262	88128591	88128409	88128591	88121788	88121974	10789	188,146,85	103,74,66	169,175,191	50,101,54	247	100	0.0217738305926	0.21782870905635912	0.425,0.444,0.343	0.578,0.412,0.589	-0.122
10790	"Gm3764"	NA	chrNC_000069.7	+	88128262	88128591	88128409	88128591	88127385	88127632	10790	182,139,80	5,0,0	164,169,181	1,2,7	247	100	0.232218628665	0.7605651117108719	0.936,1.0,1.0	0.985,0.972,0.913	0.022
10791	"Gm3764"	NA	chrNC_000069.7	+	88131571	88131742	88131574	88131742	88128262	88128357	10791	40,22,23	36,35,38	11,33,22	23,33,34	103	100	0.785921157629	1.0	0.519,0.379,0.37	0.317,0.493,0.386	0.024
10792	"Gm3764"	NA	chrNC_000069.7	+	88131571	88131742	88131574	88131742	88128409	88128591	10792	63,52,24	42,3,36	25,43,39	34,54,23	103	100	0.0964809336026	0.4886167200759441	0.593,0.944,0.393	0.417,0.436,0.622	0.152
10793	"Gm3764"	NA	chrNC_000069.7	+	88131571	88131742	88131574	88131742	88130276	88130361	10793	48,30,36	108,80,65	36,55,50	80,101,116	103	100	0.762775710914	1.0	0.301,0.267,0.35	0.304,0.346,0.295	-0.009
10794	"Abcc9"	NA	chrNC_000072.7	-	142632924	142633167	142632924	142633140	142634689	142634856	10794	1,0,0	0,0,0	0,0,0	1,0,1	127	100	1	1.0	1.0,NA,NA	0.0,NA,0.0	1.0
10795	"Rab11fip5"	NA	chrNC_000072.7	-	85317324	85319343	85317324	85319043	85324761	85325437	10795	115,106,63	49,47,37	84,116,370	40,42,50	400	100	0.0672733674412	0.40122373696767255	0.37,0.361,0.299	0.344,0.408,0.649	-0.124
10796	"Aen"	NA	chrNC_000073.7	+	78551977	78552578	78552091	78552578	78545674	78545762	10796	435,442,420	164,170,186	477,478,288	206,173,142	214	100	0.631349124249	1.0	0.553,0.549,0.513	0.52,0.564,0.487	0.015
10797	"Aen"	NA	chrNC_000073.7	+	78551977	78552578	78552091	78552578	78545805	78545949	10797	272,253,256	1,3,5	289,321,167	7,0,4	214	100	0.596750147191	1.0	0.992,0.975,0.96	0.951,1.0,0.951	0.008
10798	"Pradc1"	NA	chrNC_000072.7	-	85424502	85424789	85424502	85424670	85424917	85425027	10798	15,14,12	27,33,38	17,16,26	34,37,49	219	100	0.487953843157	1.0	0.202,0.162,0.126	0.186,0.165,0.195	-0.019
10799	"Zdhhc17"	NA	chrNC_000076.7	-	110803544	110803707	110803544	110803666	110804289	110804354	10799	178,202,168	20,25,23	195,185,252	12,12,12	141	100	0.000399413346315	0.018042201835709704	0.863,0.851,0.838	0.92,0.916,0.937	-0.074
10800	"Prss36"	NA	chrNC_000073.7	-	127532738	127533452	127532738	127533004	127533526	127533795	10800	49,25,48	2,0,0	45,29,57	1,0,0	548	100	1	1.0	0.817,1.0,1.0	0.891,1.0,1.0	-0.025
10801	"Prss36"	NA	chrNC_000073.7	-	127533526	127533799	127533526	127533795	127534618	127535175	10801	26,21,31	1,2,1	32,23,35	3,1,6	104	100	0.0813545691872	0.43925869569788845	0.962,0.91,0.968	0.911,0.957,0.849	0.041
10802	"Prss36"	NA	chrNC_000073.7	-	127533561	127533799	127533561	127533795	127534673	127534837	10802	5,2,7	0,0,0	11,6,9	0,0,2	104	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.812	0.063
10803	"Prss36"	NA	chrNC_000073.7	-	127534574	127535175	127534574	127534837	127535496	127535626	10803	10,6,8	1,0,0	6,2,19	0,0,1	438	100	1	1.0	0.695,1.0,1.0	1.0,1.0,0.813	-0.039
10806	"Gmeb1"	NA	chrNC_000070.7	-	131978985	131979143	131978985	131979140	131979741	131979804	10806	7,5,4	0,1,0	4,9,12	2,3,6	103	100	3.1636305027e-05	0.0040845420889525945	1.0,0.829,1.0	0.66,0.744,0.66	0.255
10807	"Frs3os"	NA	chrNC_000083.7	-	48011669	48011792	48011669	48011757	48012538	48012921	10807	4,0,4	0,0,0	5,4,3	1,0,1	135	100	1	1.0	1.0,NA,1.0	0.787,1.0,0.69	0.174
10808	"Zfp791"	NA	chrNC_000074.7	-	85835181	85837671	85835181	85837668	85838838	85838899	10808	10,9,7	7,8,3	5,9,10	4,5,2	103	100	0.371669791622	0.9271485287537898	0.581,0.522,0.694	0.548,0.636,0.829	-0.072
10809	"2310040G24Rik"	NA	chrNC_000072.7	-	86460357	86460699	86460357	86460681	86464776	86465209	10809	1,18,15	8,7,8	11,14,10	1,9,11	118	100	0.381241130522	0.9336744592788849	0.096,0.685,0.614	0.903,0.569,0.435	-0.171
10810	"2310040G24Rik"	NA	chrNC_000072.7	-	86460357	86460699	86460357	86460681	86464983	86465209	10810	3,6,4	0,2,0	1,2,1	2,1,3	118	100	9.62791714365e-06	0.0017950716630049665	1.0,0.718,1.0	0.298,0.629,0.22	0.524
10811	"Gmcl1"	NA	chrNC_000072.7	-	86687380	86687634	86687380	86687443	86688570	86688661	10811	113,128,105	0,2,3	137,130,173	0,4,1	291	100	0.822909744123	1.0	1.0,0.957,0.923	1.0,0.918,0.983	-0.007
10812	"Gmcl1"	NA	chrNC_000072.7	-	86694367	86694499	86694367	86694433	86694973	86695086	10812	3,6,0	98,88,79	4,2,2	121,97,152	166	100	0.494473090909	1.0	0.018,0.039,0.0	0.02,0.012,0.008	0.006
10815	"Anxa4"	NA	chrNC_000072.7	-	86751930	86752030	86751930	86751996	86770490	86770526	10815	1,3,4	3,3,7	4,4,6	2,1,0	134	100	0.000305944251324	0.015478626745377045	0.199,0.427,0.299	0.599,0.749,1.0	-0.474
10817	"Rpusd3"	NA	chrNC_000072.7	-	113393267	113393407	113393267	113393393	113393749	113393873	10817	38,49,45	2,5,6	77,55,62	5,4,4	114	100	0.404227513529	0.9543571976663234	0.943,0.896,0.868	0.931,0.923,0.931	-0.026
10820	"Cnbp"	NA	chrNC_000072.7	-	87822103	87822305	87822103	87822302	87822446	87822539	10820	540,574,525	1623,1644,1673	568,557,565	1807,1776,1652	103	100	0.777221231897	1.0	0.244,0.253,0.234	0.234,0.233,0.249	0.005
10821	"Hmces"	NA	chrNC_000072.7	+	87909840	87909964	87909844	87909964	87902613	87902792	10821	4,2,0	0,0,0	6,3,14	0,2,0	104	100	1	1.0	1.0,1.0,NA	1.0,0.591,1.0	0.136
10822	"Hmces"	NA	chrNC_000072.7	+	87909840	87910416	87910223	87910416	87902613	87902792	10822	21,17,19	106,79,53	30,26,32	65,78,114	483	100	0.076149645456	0.42593035025056003	0.039,0.043,0.069	0.087,0.065,0.055	-0.019
10824	"Pcbp2"	NA	chrNC_000081.7	+	102381695	102381837	102381719	102381837	102378973	102379238	10824	1231,1261,1298	705,711,722	1269,1301,1241	834,672,579	124	100	0.674535720943	1.0	0.585,0.589,0.592	0.551,0.61,0.633	-0.009
10825	"Pcbp2"	NA	chrNC_000081.7	+	102381695	102381837	102381719	102381837	102379544	102379572	10825	276,268,293	3,0,0	274,283,263	0,0,0	124	100	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
10826	"Pcbp2"	NA	chrNC_000081.7	+	102381695	102381837	102381719	102381837	102381431	102381536	10826	279,269,293	0,2,0	274,283,263	1,1,1	124	100	1	1.0	1.0,0.991,1.0	0.995,0.996,0.995	0.002
10827	"Pcbp2"	NA	chrNC_000081.7	+	102392588	102392675	102392600	102392675	102391594	102391723	10827	1497,1555,1651	1620,1695,1732	1673,1567,1434	1906,1680,1870	112	100	0.332736457782	0.8910685127435741	0.452,0.45,0.46	0.439,0.454,0.406	0.021
10828	"Pcbp2"	NA	chrNC_000081.7	+	102398186	102398242	102398189	102398242	102396639	102396712	10828	123,150,177	29,15,18	139,206,186	20,22,44	103	100	0.452816953356	1.0	0.805,0.907,0.905	0.871,0.901,0.804	0.014
10829	"Pcbp2"	NA	chrNC_000081.7	+	102398186	102398242	102398189	102398242	102397210	102397249	10829	1857,1978,2035	505,561,664	2186,1929,1850	840,537,657	103	100	0.123078217277	0.5584278916380514	0.781,0.774,0.748	0.716,0.777,0.732	0.026
10831	"Abtb1"	NA	chrNC_000072.7	-	88815099	88815267	88815099	88815247	88815361	88815460	10831	215,178,192	15,17,11	199,199,176	8,13,9	120	100	0.162658603438	0.6449967780282726	0.923,0.897,0.936	0.954,0.927,0.942	-0.022
10832	"Lilrb4a"	NA	chrNC_000076.7	+	51368953	51370274	51370157	51370274	51367956	51368259	10832	167,243,129	0,0,1	94,136,99	0,0,0	1304	100	1	1.0	1.0,1.0,0.908	1.0,1.0,1.0	-0.031
10833	"Lilrb4a"	NA	chrNC_000076.7	+	51371632	51372155	51372089	51372155	51370888	51370941	10833	38,84,49	155,320,230	43,33,24	116,127,110	557	100	0.399285639881	0.9500787573870708	0.042,0.045,0.037	0.062,0.045,0.038	-0.007
10834	"Lilrb4a"	NA	chrNC_000076.7	+	51371632	51372155	51372089	51372155	51370888	51370989	10834	36,70,46	12,10,15	41,31,24	2,7,0	557	100	0.0264466920713	0.2413132092099674	0.35,0.557,0.355	0.786,0.443,1.0	-0.322
10835	"Podxl2"	NA	chrNC_000072.7	-	88819538	88819979	88819538	88819958	88820488	88820668	10835	17,8,16	453,581,422	12,4,10	569,370,868	121	100	0.00934515967872	0.13788380650852675	0.03,0.011,0.03	0.017,0.009,0.009	0.012
10836	"Gm36409"	NA	chrNC_000072.7	-	88941729	88944424	88941729	88943904	88945143	88945221	10836	8,0,2	2,2,0	2,4,2	0,0,2	620	100	0.0369488379422	0.28994614216840964	0.392,0.0,1.0	1.0,1.0,0.139	-0.249
10841	"Gsk3a"	NA	chrNC_000073.7	-	24928889	24928997	24928889	24928945	24929275	24929465	10841	1163,1432,1244	17,31,17	1219,1241,1892	37,19,26	152	100	0.510551844546	1.0	0.978,0.968,0.98	0.956,0.977,0.98	0.004
10842	"Ctsf"	NA	chrNC_000085.7	+	4906472	4906615	4906539	4906615	4906274	4906336	10842	17,21,28	777,682,778	14,17,16	834,767,640	167	100	0.100629816892	0.4990842347136236	0.013,0.018,0.021	0.01,0.013,0.015	0.005
10843	"Sema6c"	NA	chrNC_000069.7	+	95076839	95077024	95076892	95077024	95076474	95076692	10843	0,3,0	17,22,13	1,0,14	13,14,102	153	100	0.0145203933026	0.17507942487494227	0.0,0.082,0.0	0.048,0.0,0.082	-0.016
10845	"Fdx2"	NA	chrNC_000075.7	-	20984370	20984614	20984370	20984477	20984684	20984827	10845	169,175,142	5,7,2	152,144,237	3,1,1	237	100	0.00805232259556	0.1251836568211435	0.934,0.913,0.968	0.955,0.984,0.99	-0.038
10846	"Adgrv1"	NA	chrNC_000079.7	-	81635970	81636096	81635970	81636093	81637025	81637290	10846	2,9,4	21,5,14	7,7,5	19,6,2	103	100	0.215503524928	0.7334988130409412	0.085,0.636,0.217	0.263,0.531,0.708	-0.188
10847	"Ttyh1"	NA	chrNC_000073.7	+	4136864	4138406	4137349	4138406	4136355	4136401	10847	4346,5318,5371	0,0,2	6682,5046,6847	2,0,0	585	100	1	1.0	1.0,1.0,0.998	0.998,1.0,1.0	0.0
10848	"Ttyh1"	NA	chrNC_000073.7	+	4136864	4138406	4137349	4138406	4136661	4136737	10848	6025,7510,7397	306,393,404	9404,6941,9669	416,460,453	585	100	0.846411751582	1.0	0.771,0.766,0.758	0.794,0.721,0.785	-0.002
10849	"Nsun3"	NA	chrNC_000082.7	-	62596531	62596994	62596531	62596746	62606150	62606260	10849	90,116,90	37,25,16	84,110,69	36,20,38	348	100	0.305474525181	0.8618637904361232	0.411,0.571,0.618	0.401,0.612,0.343	0.081
10850	"Klf15"	NA	chrNC_000072.7	+	90450548	90452217	90451101	90452217	90443401	90444505	10850	82,58,82	171,132,164	72,80,78	193,182,195	653	100	0.255475266417	0.7902073678299097	0.068,0.063,0.071	0.054,0.063,0.058	0.009
10851	"Aldh1l1"	NA	chrNC_000072.7	+	90540235	90540436	90540346	90540436	90539600	90539702	10851	5,5,9	360,347,318	8,16,3	389,432,463	211	100	0.854204094372	1.0	0.007,0.007,0.013	0.01,0.017,0.003	-0.001
10852	"Gtse1"	NA	chrNC_000081.7	+	85759175	85759419	85759180	85759419	85757840	85758077	10852	138,164,107	2,5,5	123,127,72	5,4,2	105	100	0.82562537209	1.0	0.985,0.969,0.953	0.959,0.968,0.972	0.003
10853	"Iqsec1"	NA	chrNC_000072.7	-	90636577	90639937	90636577	90638007	90641003	90641053	10853	9261,9523,9772	33,45,52	11691,9659,10731	42,39,149	2030	100	0.0648729542812	0.39512456364375176	0.933,0.912,0.903	0.932,0.924,0.78	0.037
10854	"Iqsec1"	NA	chrNC_000072.7	-	90636577	90639937	90636577	90638007	90644881	90645058	10854	8968,9261,9533	8,10,8	11404,9426,10533	11,14,23	2030	100	0.0401541934505	0.3053159802421267	0.982,0.979,0.983	0.981,0.971,0.958	0.011
10855	"Slc35a3"	NA	chrNC_000069.7	-	116480919	116481074	116480919	116481067	116488074	116488283	10855	3,8,0	2,8,7	4,5,5	9,2,2	107	100	0.225532182482	0.7488977616189894	0.584,0.483,0.0	0.293,0.7,0.7	-0.209
10856	"Slc35a3"	NA	chrNC_000069.7	-	116480919	116481074	116480919	116481067	116488078	116488283	10856	68,78,69	0,1,0	74,71,50	0,0,0	107	100	1	1.0	1.0,0.986,1.0	1.0,1.0,1.0	-0.005
10857	"Slc35a3"	NA	chrNC_000069.7	-	116488078	116488283	116488078	116488217	116505731	116505898	10857	52,58,61	0,2,2	64,69,72	0,0,0	166	100	0.380924914493	0.9334971419247994	1.0,0.946,0.948	1.0,1.0,1.0	-0.035
10858	"Hdac11"	NA	chrNC_000072.7	+	91143400	91143521	91143481	91143521	91143224	91143267	10858	1,2,3	0,0,2	1,4,4	3,0,2	181	100	0.00468765288387	0.09199861449279369	1.0,1.0,0.453	0.156,1.0,0.525	0.257
10859	"Dgkh"	NA	chrNC_000080.7	-	78813326	78813457	78813326	78813452	78814888	78814997	10859	1,10,0	0,0,0	0,3,19	0,0,1	105	100	1	1.0	1.0,1.0,NA	NA,1.0,0.948	0.026
10860	"Med16"	NA	chrNC_000076.7	-	79743324	79743490	79743324	79743487	79744651	79744757	10860	106,83,106	8,11,11	93,99,130	0,2,13	103	100	0.0103902663117	0.14625935372287707	0.928,0.88,0.903	1.0,0.98,0.907	-0.059
10863	"Slc25a26"	NA	chrNC_000072.7	+	94526020	94526176	94526079	94526176	94512701	94512749	10863	0,0,2	0,0,2	0,0,0	1,0,0	159	100	1	1.0	NA,NA,0.386	0.0,NA,NA	0.386
10865	"Brd7"	NA	chrNC_000074.7	-	89060732	89060847	89060732	89060844	89063708	89063765	10865	34,26,31	295,282,293	34,52,26	306,263,309	103	100	0.244673560318	0.7783170316845573	0.101,0.082,0.093	0.097,0.161,0.076	-0.019
10868	"Suclg2"	NA	chrNC_000072.7	-	95543364	95543989	95543364	95543507	95546552	95546714	10868	6,15,25	541,672,679	13,6,2	700,609,493	582	100	1	1.0	0.002,0.004,0.006	0.003,0.002,0.001	0.002
10869	"Suclg2"	NA	chrNC_000072.7	-	95543364	95543991	95543364	95543507	95546552	95546714	10869	8,15,27	541,672,679	14,11,5	700,609,493	584	100	1	1.0	0.003,0.004,0.007	0.003,0.003,0.002	0.002
10871	"Brat1"	NA	chrNC_000071.7	+	140697260	140697408	140697263	140697408	140695892	140696047	10871	63,37,45	3,6,1	60,62,69	17,9,11	103	100	0.00152883260789	0.04635484548999135	0.953,0.857,0.978	0.774,0.87,0.859	0.095
10872	"Foxp1"	NA	chrNC_000072.7	-	98922307	98922387	98922307	98922384	98922494	98922696	10872	36,28,34	7,15,6	46,22,61	13,13,17	103	100	0.520731255276	1.0	0.833,0.644,0.846	0.775,0.622,0.777	0.05
10873	"Foxp1"	NA	chrNC_000072.7	-	98986864	98987018	98986864	98987015	98992384	98992471	10873	33,67,39	7,3,2	57,24,59	0,2,2	103	100	0.0147550136675	0.17601122938908767	0.821,0.956,0.95	1.0,0.921,0.966	-0.053
10874	"Foxp1"	NA	chrNC_000072.7	-	98992384	98992474	98992384	98992471	98993488	98993626	10874	19,39,26	4,4,6	38,29,38	9,0,6	103	100	0.768356907885	1.0	0.822,0.904,0.808	0.804,1.0,0.86	-0.043
10875	"Foxp1"	NA	chrNC_000072.7	-	99052814	99053006	99052814	99052910	99139799	99139990	10875	28,54,38	4,7,3	65,35,65	6,1,5	196	100	0.262346788789	0.7988279210721101	0.781,0.797,0.866	0.847,0.947,0.869	-0.073
10876	"Dab2ip"	NA	chrNC_000068.8	+	35609864	35610753	35609930	35610753	35608771	35608950	10876	400,355,315	65,50,57	373,410,368	48,42,46	166	100	0.0349048775104	0.2811378454197657	0.788,0.811,0.769	0.824,0.855,0.828	-0.046
10877	"Dab2ip"	NA	chrNC_000068.8	+	35618069	35621006	35619122	35621006	35617437	35617525	10877	2497,2023,2261	0,0,0	2268,2616,2007	0,0,2	1153	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.989	0.004
10878	"Dab2ip"	NA	chrNC_000068.8	+	35619122	35621006	35620435	35621006	35618069	35618140	10878	3443,2881,2994	3,9,2	3211,3734,3079	7,1,0	1413	100	0.161612465877	0.642366484978143	0.988,0.958,0.991	0.97,0.996,1.0	-0.01
10879	"Aak1"	NA	chrNC_000072.7	+	86940974	86941207	86940977	86941207	86933240	86933554	10879	27,31,24	12,21,16	27,29,62	11,11,38	103	100	0.506368490887	1.0	0.686,0.589,0.593	0.704,0.719,0.613	-0.056
10880	"Aak1"	NA	chrNC_000072.7	+	86940974	86941207	86940977	86941207	86936013	86936256	10880	53,78,46	53,65,32	72,59,141	47,54,116	103	100	0.726771378082	1.0	0.493,0.538,0.583	0.598,0.515,0.541	-0.013
10881	"Lrrc39"	NA	chrNC_000069.7	+	116363647	116363804	116363680	116363804	116362407	116362513	10881	4,1,1	0,0,0	0,0,0	1,0,0	133	100	1	1.0	1.0,1.0,1.0	0.0,NA,NA	1.0
10885	"Cntn4"	NA	chrNC_000072.7	+	106639533	106639654	106639536	106639654	106632463	106632639	10885	9,9,4	0,0,1	7,7,22	1,2,9	103	100	5.66036006731e-05	0.005642426253235354	1.0,1.0,0.795	0.872,0.773,0.704	0.149
10886	"Thbs1"	NA	chrNC_000068.8	+	117945131	117945334	117945134	117945334	117944814	117944890	10886	1086,957,1020	901,760,768	689,718,361	581,538,250	103	100	0.709519351427	1.0	0.539,0.55,0.563	0.535,0.564,0.584	-0.01
10887	"Crbn"	NA	chrNC_000072.7	-	106772842	106772958	106772842	106772955	106776951	106777048	10887	202,225,202	95,93,69	200,185,254	93,79,104	103	100	0.652116715254	1.0	0.674,0.701,0.74	0.676,0.695,0.703	0.014
10889	"Sumf1"	NA	chrNC_000072.7	-	108119337	108120152	108119337	108120148	108121551	108121665	10889	2,0,0	1,7,9	1,3,0	5,4,10	104	100	0.249649010363	0.7831673185306846	0.658,0.0,0.0	0.161,0.419,0.0	0.026
10890	"Rcbtb2"	NA	chrNC_000080.7	+	73391754	73391848	73391759	73391848	73388972	73389055	10890	326,331,380	6,1,0	407,352,212	4,2,0	105	100	1	1.0	0.981,0.997,1.0	0.99,0.994,1.0	-0.002
10891	"Sbf2"	NA	chrNC_000073.7	-	110159464	110159553	110159464	110159550	110213913	110214121	10891	70,85,65	19,28,13	115,85,83	24,14,18	103	100	0.156804550467	0.6350395068792261	0.782,0.747,0.829	0.823,0.855,0.817	-0.046
