ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4567	"Doc2a"	NA	chrNC_000073.7	+	126447085	126448034	126447085	126447204	126447586	126448034	4567	1,0,6	2,2,1	0,0,10	2,1,17	482	100	0.681631527635	1.0	0.094,0.0,0.555	0.0,0.0,0.109	0.18
4568	"Doc2a"	NA	chrNC_000073.7	+	126447085	126448034	126447085	126447204	126447678	126448034	4568	1,2,8	0,2,0	4,2,49	1,0,1	574	100	0.352620726341	0.8172798542778441	1.0,0.148,1.0	0.411,1.0,0.895	-0.053
4569	"Taok2"	NA	chrNC_000073.7	-	126466168	126470813	126466168	126466351	126466486	126470813	4569	175,110,176	19,28,24	233,160,177	36,16,16	235	100	0.226031481624	0.6512633697151943	0.797,0.626,0.757	0.734,0.81,0.825	-0.063
4570	"Taok2"	NA	chrNC_000073.7	-	126466168	126470813	126466168	126466351	126470573	126470813	4570	4921,4339,4920	1,0,2	5318,5108,4666	1,1,1	4322	100	1	1.0	0.991,1.0,0.983	0.992,0.992,0.991	-0.0
4571	"Luzp1"	NA	chrNC_000070.7	+	136279154	136282036	136279154	136279393	136281814	136282036	4571	814,940,885	0,0,1	882,809,968	0,1,0	2521	100	1	1.0	1.0,1.0,0.972	1.0,0.97,1.0	0.001
4572	"Gm39326"	NA	chrNC_000075.7	+	44790789	44794001	44790789	44791471	44791661	44794001	4572	6,9,14	17,12,17	5,2,8	36,15,9	290	100	0.0232500913712	0.16930293807573818	0.108,0.205,0.221	0.046,0.044,0.235	0.07
4573	"Gm39326"	NA	chrNC_000075.7	+	44790789	44794001	44790789	44792581	44793784	44794001	4573	102,112,124	0,0,2	159,74,82	0,0,1	1303	100	1	1.0	1.0,1.0,0.826	1.0,1.0,0.863	-0.012
4574	"Gm39326"	NA	chrNC_000075.7	+	44790789	44794001	44790789	44793379	44793784	44794001	4574	11,22,4	11,12,10	15,8,8	12,1,3	505	100	0.173165327733	0.566144602098502	0.165,0.266,0.073	0.198,0.613,0.346	-0.218
4575	"Gm39326"	NA	chrNC_000075.7	+	44790789	44794001	44790789	44793601	44793784	44794001	4575	7,5,1	1,3,1	3,2,2	0,3,0	283	100	0.0920806243554	0.3897309384870563	0.712,0.371,0.261	1.0,0.191,1.0	-0.282
4576	"Prrt2"	NA	chrNC_000073.7	-	126618055	126619527	126618055	126618188	126618566	126619527	4576	593,503,582	237,247,118	965,629,660	121,170,681	478	100	0.906627121073	1.0	0.344,0.299,0.508	0.625,0.436,0.169	-0.026
4577	"Tra2a"	NA	chrNC_000072.7	-	49229315	49230008	49229315	49229449	49229730	49230008	4577	487,379,461	29,56,24	601,486,488	23,29,42	381	100	0.212660218007	0.6331565870671421	0.815,0.64,0.834	0.873,0.815,0.753	-0.051
4578	"Tra2a"	NA	chrNC_000072.7	-	49229315	49230042	49229315	49229449	49229736	49230042	4578	499,393,466	0,0,1	619,495,499	0,2,0	387	100	1	1.0	1.0,1.0,0.992	1.0,0.985,1.0	0.002
4579	"Kif22"	NA	chrNC_000073.7	-	126626900	126627162	126626900	126627012	126627102	126627162	4579	20,10,10	62,78,62	10,11,18	74,40,62	190	100	0.679295396088	1.0	0.145,0.063,0.078	0.066,0.126,0.133	-0.013
4581	"Gm39314"	NA	chrNC_000075.7	-	27695753	27697939	27695753	27697616	27697804	27697939	4581	2,0,0	0,0,1	0,0,1	0,0,1	288	100	1	1.0	1.0,NA,0.0	NA,NA,0.258	0.242
4582	"Phkg2"	NA	chrNC_000073.7	+	127176706	127177201	127176706	127176818	127177146	127177201	4582	379,340,373	8,18,11	405,385,432	18,16,38	428	100	0.0204305845024	0.15660189652078854	0.917,0.815,0.888	0.84,0.849,0.726	0.068
4583	"Phkg2"	NA	chrNC_000073.7	+	127176706	127177201	127176706	127176860	127177146	127177201	4583	272,263,286	4,5,4	322,301,353	7,3,2	386	100	0.555980161123	0.9994811291498061	0.946,0.932,0.949	0.923,0.963,0.979	-0.013
4584	"Phkg2"	NA	chrNC_000073.7	+	127176706	127177201	127176706	127176882	127177146	127177201	4584	227,209,232	132,177,137	285,244,297	126,135,199	364	100	0.137322794127	0.4945258970676001	0.321,0.245,0.318	0.383,0.332,0.291	-0.041
4585	"Cfap119"	NA	chrNC_000073.7	-	127184316	127184696	127184316	127184433	127184588	127184696	4585	145,158,174	13,18,14	145,109,95	19,3,5	255	100	0.323784018971	0.7882185756874442	0.814,0.775,0.83	0.75,0.934,0.882	-0.049
4586	"Cfap119"	NA	chrNC_000073.7	-	127184316	127184696	127184316	127184433	127184625	127184696	4586	161,178,207	164,212,263	171,127,112	319,170,116	292	100	0.114673657956	0.44303186923937354	0.252,0.223,0.212	0.155,0.204,0.248	0.027
4587	"Sec16a"	NA	chrNC_000068.8	-	26328398	26332082	26328398	26328830	26329526	26332082	4587	992,944,905	8,6,16	1021,861,903	29,12,18	796	100	0.00241651085108	0.042391105820799344	0.94,0.952,0.877	0.816,0.9,0.863	0.063
4588	"Gm31135"	NA	chrNC_000074.7	-	8490587	8491468	8490587	8490732	8491293	8491468	4588	1,0,6	0,0,1	2,0,0	4,0,0	661	100	1	1.0	1.0,NA,0.476	0.07,NA,NA	0.668
4591	"Tial1"	NA	chrNC_000073.7	-	128045530	128045824	128045530	128045670	128045765	128045824	4591	251,144,193	32,54,26	327,209,406	30,27,80	195	100	0.229247523105	0.6534778149719039	0.801,0.578,0.792	0.848,0.799,0.722	-0.066
4592	"Tial1"	NA	chrNC_000073.7	-	128045765	128046128	128045765	128045824	128046004	128046128	4592	252,191,181	25,49,32	346,289,417	23,35,73	280	100	0.14243284729	0.5070609363524	0.783,0.582,0.669	0.843,0.747,0.671	-0.076
4593	"Tial1"	NA	chrNC_000073.7	-	128048454	128048831	128048454	128048522	128048762	128048831	4593	209,189,187	9,1,9	237,239,306	8,7,13	340	100	0.703269068822	1.0	0.872,0.982,0.859	0.897,0.909,0.874	0.011
4594	"Tial1"	NA	chrNC_000073.7	-	128048454	128048831	128048454	128048522	128048765	128048831	4594	210,189,188	2,4,1	238,245,309	0,6,5	343	100	0.635703006061	1.0	0.968,0.932,0.982	1.0,0.923,0.947	0.004
4595	"Tial1"	NA	chrNC_000073.7	-	128048454	128049932	128048454	128048522	128049844	128049932	4595	499,449,426	24,21,13	637,552,761	37,21,59	1422	100	0.152981973213	0.5276149000801421	0.594,0.601,0.697	0.548,0.649,0.476	0.073
4596	"Tial1"	NA	chrNC_000073.7	-	128048454	128049932	128048454	128048831	128049844	128049932	4596	305,270,256	33,54,27	412,328,469	21,44,48	1113	100	0.133689706284	0.48510557060457077	0.454,0.31,0.46	0.638,0.401,0.467	-0.094
4597	"Gm32816"	NA	chrNC_000073.7	+	128076034	128076351	128076034	128076151	128076278	128076351	4597	17,20,14	3,1,0	22,31,12	0,0,0	227	100	0.177149704565	0.5739005595816582	0.714,0.898,1.0	1.0,1.0,1.0	-0.129
4600	"Gm33122"	NA	chrNC_000073.7	-	129249021	129253280	129249021	129252542	129253156	129253280	4600	3,0,0	0,0,0	0,5,0	1,0,0	714	100	1	1.0	1.0,NA,NA	0.0,1.0,NA	0.5
4603	"Slc35b3"	NA	chrNC_000079.7	-	39116280	39118783	39116280	39116892	39117431	39118783	4603	99,119,133	4,5,5	142,141,128	2,2,7	639	100	0.341135050252	0.8060447647547258	0.795,0.788,0.806	0.917,0.917,0.741	-0.062
4604	"Slc35b3"	NA	chrNC_000079.7	-	39116280	39118783	39116280	39116892	39118713	39118783	4604	463,449,435	38,43,26	441,464,490	39,26,29	1921	100	0.400034422141	0.8639369493653827	0.388,0.352,0.466	0.371,0.482,0.468	-0.038
4605	"Cep126"	NA	chrNC_000075.7	-	8104653	8112192	8104653	8105789	8112080	8112192	4605	182,213,249	1,8,7	509,161,224	3,1,9	6391	100	0.424109736404	0.880826878846539	0.74,0.294,0.358	0.726,0.716,0.28	-0.11
4606	"Zfp78"	NA	chrNC_000073.7	+	6365812	6366916	6365812	6366438	6366738	6366916	4606	2,2,0	0,2,0	2,2,2	0,0,0	400	100	1	1.0	1.0,0.2,NA	1.0,1.0,1.0	-0.4
4607	"Gm30827"	NA	chrNC_000069.7	+	148709464	148715110	148709464	148711348	148712326	148715110	4607	2,4,11	3,0,3	2,4,5	0,0,2	1078	100	0.0896730577843	0.3847329790639566	0.058,1.0,0.254	1.0,1.0,0.188	-0.292
4608	"Gm30827"	NA	chrNC_000069.7	+	148709464	148715110	148709464	148711348	148712868	148715110	4608	2,4,14	0,1,0	2,6,5	0,0,0	1620	100	1	1.0	1.0,0.198,1.0	1.0,1.0,1.0	-0.267
4609	"Gm30827"	NA	chrNC_000069.7	+	148709464	148715110	148709464	148712417	148712868	148715110	4609	0,0,3	1,0,0	0,2,0	2,0,1	551	100	1	1.0	0.0,NA,1.0	0.0,1.0,0.0	0.167
4610	"Tcf25"	NA	chrNC_000074.7	+	124127796	124130554	124127796	124127928	124129885	124130554	4610	6333,5462,5497	29,35,38	8668,6235,6079	51,36,39	2057	100	0.898323757465	1.0	0.914,0.884,0.876	0.892,0.894,0.883	0.002
4611	"Tcf25"	NA	chrNC_000074.7	+	124127796	124130554	124127796	124127928	124129888	124130554	4611	6344,5475,5505	14,18,22	8682,6252,6087	13,31,26	2060	100	0.690058358559	1.0	0.957,0.937,0.924	0.97,0.907,0.919	0.007
4612	"Gm39857"	NA	chrNC_000068.8	-	75197813	75202528	75197813	75200313	75201397	75202528	4612	68,64,95	1,8,6	109,69,58	15,6,1	1184	100	0.694410449895	1.0	0.852,0.403,0.572	0.38,0.493,0.83	0.041
4613	"Ache"	NA	chrNC_000071.7	+	137291429	137292728	137291429	137291599	137291715	137292728	4613	5,11,0	1,3,1	17,1,20	5,0,2	216	100	0.378824116724	0.8388061299127133	0.698,0.629,0.0	0.612,1.0,0.822	-0.369
4614	"Ache"	NA	chrNC_000071.7	+	137291429	137292728	137291429	137291599	137292378	137292728	4614	43,52,32	170,182,68	65,26,101	166,116,610	879	100	0.0764315471042	0.34998259526459996	0.028,0.031,0.051	0.043,0.025,0.018	0.008
4617	"Mad2l2"	NA	chrNC_000070.7	+	148224299	148225291	148224299	148224477	148225049	148225291	4617	52,54,66	6,2,3	61,62,45	2,2,0	672	100	0.0239986538794	0.17240288571658652	0.563,0.801,0.766	0.819,0.822,1.0	-0.17
4618	"Mad2l2"	NA	chrNC_000070.7	+	148224299	148225291	148224299	148224477	148225241	148225291	4618	184,204,203	6,9,7	184,205,184	2,8,10	864	100	0.790292221976	1.0	0.78,0.724,0.77	0.914,0.748,0.68	-0.023
4620	"Slc7a4"	NA	chrNC_000082.7	-	17391419	17392450	17391419	17391528	17391809	17392450	4620	22,15,33	60,74,84	60,37,155	93,91,240	381	100	0.000441150630615	0.012702709629975537	0.088,0.051,0.093	0.145,0.096,0.145	-0.051
4621	"Slc7a4"	NA	chrNC_000082.7	-	17391419	17392450	17391419	17391528	17392337	17392450	4621	374,465,524	1,0,0	685,491,1239	0,2,2	909	100	1	1.0	0.976,1.0,1.0	1.0,0.964,0.986	0.009
4622	"Slc7a4"	NA	chrNC_000082.7	-	17391809	17392450	17391809	17391911	17392337	17392450	4622	351,448,488	2,1,2	622,452,1070	3,2,9	526	100	0.11457069218	0.44303186923937354	0.971,0.988,0.979	0.975,0.977,0.958	0.009
4623	"Slc7a4"	NA	chrNC_000082.7	-	17392815	17393829	17392815	17392865	17393480	17393829	4623	475,620,662	0,4,4	972,547,1409	10,5,2	715	100	0.353908847714	0.8175370930610353	1.0,0.956,0.959	0.931,0.939,0.99	0.018
4624	"Gm31907"	NA	chrNC_000084.7	-	45563330	45565214	45563330	45563697	45565029	45565214	4624	8,0,0	0,0,0	0,0,0	0,0,4	1432	100	1	1.0	1.0,NA,NA	NA,NA,0.0	1.0
4626	"Hras"	NA	chrNC_000073.7	-	140770838	140771380	140770838	140771107	140771254	140771380	4626	952,989,798	468,529,391	663,988,1174	370,452,661	247	100	0.706569493052	1.0	0.452,0.431,0.452	0.42,0.469,0.418	0.009
4627	"Hras"	NA	chrNC_000073.7	-	140770838	140771380	140770838	140771140	140771254	140771380	4627	829,846,701	22,19,20	573,820,1017	22,30,41	214	100	0.0254874535589	0.17693416037492787	0.946,0.954,0.942	0.924,0.927,0.921	0.023
4629	"Gm35641"	NA	chrNC_000086.8	-	92758326	92761106	92758326	92758473	92758584	92761106	4629	0,0,0	1,0,0	1,2,2	0,0,0	211	100	1	1.0	0.0,NA,NA	1.0,1.0,1.0	-1.0
4630	"Syt8"	NA	chrNC_000073.7	+	141992630	141993017	141992630	141992729	141992858	141993017	4630	6,0,2	0,2,0	1,2,1	0,0,0	229	100	0.197412893547	0.6071989919268495	1.0,0.0,1.0	1.0,1.0,1.0	-0.333
4633	"Gm33148"	NA	chrNC_000073.7	+	142167829	142174548	142167829	142168066	142174325	142174548	4633	2,12,8	0,4,0	32,2,18	0,0,0	6359	100	0.0047572404739	0.06367432945582199	1.0,0.045,1.0	1.0,1.0,1.0	-0.318
4634	"Tssc4"	NA	chrNC_000073.7	+	142623672	142624824	142623672	142624029	142624528	142624824	4634	1963,1645,1802	14,12,18	1831,2108,1831	24,11,11	599	100	0.890810363056	1.0	0.959,0.958,0.944	0.927,0.97,0.965	-0.0
4635	"Cdkn1c"	NA	chrNC_000073.7	-	143013495	143014412	143013495	143013763	143013835	143014412	4635	413,431,560	12,17,20	560,249,131	18,21,13	172	100	0.0262199171801	0.18027599709236136	0.952,0.936,0.942	0.948,0.873,0.854	0.052
4636	"Srgap1"	NA	chrNC_000076.7	-	121664633	121665234	121664633	121664667	121665131	121665234	4636	36,8,9	0,6,0	12,7,4	0,0,0	564	100	0.0117995892334	0.11235694159242478	1.0,0.191,1.0	1.0,1.0,1.0	-0.27
4637	"Gm33409"	NA	chrNC_000083.7	+	24360690	24361134	24360690	24360811	24361055	24361134	4637	18,5,8	5,2,1	23,12,15	1,1,1	344	100	0.00749428521037	0.085756035050091	0.511,0.421,0.699	0.87,0.777,0.813	-0.276
4639	"LTO1"	NA	chrNC_000073.7	+	144472960	144474871	144472960	144473078	144473346	144474871	4639	32,22,15	103,99,92	25,40,17	105,102,82	368	100	0.342096345045	0.8066393495440941	0.078,0.057,0.042	0.061,0.096,0.053	-0.011
4644	"Gm16150"	NA	chrNC_000067.7	+	38257961	38284790	38257961	38279048	38284657	38284790	4644	18,10,8	2,2,0	19,12,19	0,0,2	5709	100	0.146635643721	0.5144592966506389	0.136,0.081,1.0	1.0,1.0,0.143	-0.309
4647	"Trpm2"	NA	chrNC_000076.7	-	77752198	77753642	77752198	77752205	77753540	77753642	4647	2,15,14	0,0,0	68,10,178	0,0,1	1435	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.925	0.025
4651	"Prr36"	NA	chrNC_000074.7	-	4266181	4267511	4266181	4266468	4266848	4267511	4651	16,40,7	1,2,2	19,19,77	1,2,0	480	100	0.055872480655	0.2939497997021675	0.769,0.806,0.422	0.798,0.664,1.0	-0.155
4652	"Prr36"	NA	chrNC_000074.7	-	4266181	4267511	4266181	4266555	4266848	4267511	4652	2,10,2	6,20,3	1,6,10	9,12,30	393	100	0.584231166669	1.0	0.078,0.113,0.145	0.027,0.113,0.078	0.039
4653	"Prr36"	NA	chrNC_000074.7	-	4266848	4267511	4266848	4266979	4267088	4267511	4653	3,9,2	4,21,4	0,4,14	1,4,26	209	100	0.848014710523	1.0	0.264,0.17,0.193	0.0,0.324,0.205	0.033
4654	"Prr36"	NA	chrNC_000074.7	-	4266848	4267511	4266848	4266979	4267096	4267511	4654	3,9,2	1,1,0	0,4,14	0,2,4	217	100	1	1.0	0.58,0.806,1.0	NA,0.48,0.617	0.247
4655	"Prr36"	NA	chrNC_000074.7	-	4266848	4267511	4266848	4266979	4267109	4267511	4655	4,14,2	0,0,0	2,5,19	3,0,1	230	100	0.0388161938247	0.23554372161806592	1.0,1.0,1.0	0.225,1.0,0.892	0.294
4662	"Col4a1"	NA	chrNC_000074.7	-	11252893	11254552	11252893	11253008	11254535	11254552	4662	72,59,62	3,16,2	40,57,104	0,2,30	1627	100	0.560015959436	1.0	0.596,0.185,0.656	1.0,0.637,0.176	-0.125
4666	"Cfap97d2"	NA	chrNC_000074.7	+	13785902	13788488	13785902	13786021	13788318	13788488	4666	373,395,569	36,72,82	1066,479,628	91,62,83	2397	100	0.142090932988	0.5064063952097352	0.302,0.186,0.224	0.328,0.244,0.24	-0.033
4667	"Kbtbd11"	NA	chrNC_000074.7	+	15076650	15083333	15076650	15082508	15082856	15083333	4667	919,968,812	10,5,4	2136,1107,1721	35,15,21	448	100	0.00242121484557	0.042391105820799344	0.954,0.977,0.978	0.932,0.943,0.948	0.029
4668	"Kbtbd11"	NA	chrNC_000074.7	+	15076650	15083333	15076650	15082508	15082859	15083333	4668	926,976,819	16,24,10	2157,1114,1730	42,28,26	451	100	0.699478611794	1.0	0.928,0.9,0.948	0.919,0.898,0.937	0.007
4670	"Phf12"	NA	chrNC_000077.7	+	77915638	77915912	77915638	77915693	77915786	77915912	4670	48,73,42	1,1,0	65,73,114	2,4,1	193	100	1	1.0	0.961,0.974,1.0	0.944,0.904,0.983	0.035
4671	"Nppb"	NA	chrNC_000070.7	+	148070752	148071662	148070752	148070975	148071418	148071662	4671	2,5,0	0,4,0	2,0,2	1,0,0	543	100	1	1.0	1.0,0.187,NA	0.269,NA,1.0	-0.041
4672	"Primpol"	NA	chrNC_000074.7	-	47028613	47032201	47028613	47029756	47031053	47032201	4672	21,5,28	16,19,12	49,12,22	22,28,29	1397	100	0.82862094682	1.0	0.086,0.018,0.143	0.138,0.03,0.052	0.009
4673	"Pnck"	NA	chrNC_000086.8	-	72700836	72701119	72700836	72700949	72701043	72701119	4673	51,69,27	139,112,84	27,65,172	125,132,448	194	100	0.339861758616	0.8058362047535291	0.159,0.241,0.142	0.1,0.202,0.165	0.025
4675	"Atp7b"	NA	chrNC_000074.7	-	22482800	22484940	22482800	22483421	22484552	22484940	4675	828,766,892	7,15,23	1119,764,758	13,10,14	1231	100	0.340139992691	0.8058362047535291	0.906,0.806,0.759	0.875,0.861,0.815	-0.027
4679	"Spmip8"	NA	chrNC_000074.7	+	96052114	96053239	96052114	96052232	96052386	96053239	4679	59,30,40	0,0,3	52,89,44	0,0,0	254	100	0.759461073327	1.0	1.0,1.0,0.84	1.0,1.0,1.0	-0.053
4680	"Spmip8"	NA	chrNC_000074.7	+	96052114	96053239	96052114	96052232	96052588	96053239	4680	122,102,115	0,0,0	113,218,125	0,0,2	456	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.932	0.023
4681	"Spmip8"	NA	chrNC_000074.7	+	96052114	96053239	96052114	96052469	96052588	96053239	4681	67,76,79	0,0,3	63,136,88	0,0,1	219	100	0.906269688889	1.0	1.0,1.0,0.923	1.0,1.0,0.976	-0.018
4682	"Golga7"	NA	chrNC_000074.7	-	23746689	23747096	23746689	23746822	23747035	23747096	4682	705,583,497	260,268,255	592,598,479	280,268,244	313	100	0.481398190097	0.9480023362451063	0.464,0.41,0.384	0.403,0.416,0.385	0.018
4683	"Adam9"	NA	chrNC_000074.7	-	25452875	25453104	25452875	25452892	25452946	25453104	4683	385,306,338	6,5,9	357,374,309	4,3,6	154	100	0.185149929328	0.586186139888253	0.977,0.975,0.961	0.983,0.988,0.971	-0.01
4684	"Letm2"	NA	chrNC_000074.7	-	26068493	26069810	26068493	26068820	26069735	26069810	4684	55,47,58	22,21,43	133,71,106	92,36,63	1015	100	0.531072663451	0.9880295275232018	0.198,0.181,0.117	0.125,0.163,0.142	0.022
4685	"Ddhd2"	NA	chrNC_000074.7	-	26215372	26217764	26215372	26217390	26217656	26217764	4685	143,90,86	103,87,94	46,123,148	75,116,92	366	100	0.764017900134	1.0	0.275,0.22,0.2	0.144,0.225,0.305	0.007
4689	"Gm26578"	NA	chrNC_000074.7	+	32499968	32502596	32499968	32500189	32502483	32502596	4689	292,206,284	0,4,0	326,286,178	0,0,0	2394	100	0.213480472487	0.6345004024567236	1.0,0.683,1.0	1.0,1.0,1.0	-0.106
4690	"Gm26578"	NA	chrNC_000074.7	+	32505241	32508413	32505241	32505301	32506099	32508413	4690	59,54,50	3,1,4	61,70,58	7,9,9	898	100	0.0142701356087	0.12801193003068065	0.687,0.857,0.582	0.492,0.464,0.418	0.251
4692	"Gm30873"	NA	chrNC_000073.7	+	83993715	83994581	83993715	83993856	83994535	83994581	4692	34,26,43	5,2,2	23,33,2	2,2,2	779	100	0.468378493937	0.9321305936129665	0.466,0.625,0.734	0.596,0.679,0.114	0.145
4693	"Gm30873"	NA	chrNC_000073.7	+	83993715	83998206	83993715	83993856	83995997	83998206	4693	110,72,103	6,0,1	55,77,9	0,1,0	2241	100	0.000210977695212	0.008144247415171663	0.45,1.0,0.821	1.0,0.775,1.0	-0.168
4694	"Gm30873"	NA	chrNC_000073.7	+	83993715	83998206	83993715	83994581	83995997	83998206	4694	78,48,62	12,4,7	34,46,7	3,4,2	1516	100	0.973826136828	1.0	0.3,0.442,0.369	0.428,0.431,0.188	0.021
4695	"Gm35021"	NA	chrNC_000074.7	+	36191452	36191844	36191452	36191622	36191715	36191844	4695	0,4,9	0,0,1	2,4,6	0,0,2	193	100	1	1.0	NA,1.0,0.823	1.0,1.0,0.609	0.042
4697	"Gm35520"	NA	chrNC_000074.7	+	36661850	36663111	36661850	36662100	36662931	36663111	4697	0,0,0	0,1,0	2,1,4	0,0,0	931	100	1	1.0	NA,0.0,NA	1.0,1.0,1.0	-1.0
4700	"Gm36188"	NA	chrNC_000074.7	-	124512250	124514755	124512250	124512382	124514131	124514755	4700	9,2,10	0,0,0	6,10,10	4,0,2	1849	100	1.12371498551e-07	6.0006380226233997e-05	1.0,1.0,1.0	0.075,1.0,0.213	0.571
4703	"Vps37a"	NA	chrNC_000074.7	+	40994065	40996994	40994065	40994134	40996850	40996994	4703	305,187,288	227,255,230	449,287,367	249,253,235	2816	100	0.00385552718851	0.05615049596357291	0.046,0.025,0.043	0.06,0.039,0.053	-0.013
4704	"Vps37a"	NA	chrNC_000074.7	+	40994065	40996994	40994065	40996212	40996850	40996994	4704	101,58,85	0,1,0	112,102,121	0,0,0	738	100	1	1.0	1.0,0.887,1.0	1.0,1.0,1.0	-0.038
4705	"Dhx36"	NA	chrNC_000069.7	-	62375435	62378168	62375435	62375728	62376250	62378168	4705	419,448,411	11,10,12	523,326,440	20,7,14	622	100	0.410956909137	0.869031516001343	0.86,0.878,0.846	0.808,0.882,0.835	0.02
4706	"Dhx36"	NA	chrNC_000069.7	-	62375435	62378168	62375435	62375728	62376789	62378168	4706	874,894,826	16,12,18	1105,731,927	14,9,32	1161	100	0.742340049395	1.0	0.825,0.865,0.798	0.872,0.875,0.714	0.009
4708	"Ints3"	NA	chrNC_000069.7	-	90298690	90299412	90298690	90299218	90299299	90299412	4708	448,512,471	60,59,73	461,519,579	77,67,80	181	100	0.593803233132	1.0	0.805,0.827,0.781	0.768,0.811,0.8	0.011
4713	"Gm39178"	NA	chrNC_000074.7	+	49118569	49124927	49118569	49118723	49120419	49124927	4713	2,2,0	2,3,2	2,0,0	0,0,3	1796	100	1	1.0	0.053,0.036,0.0	1.0,NA,0.0	-0.47
4716	"Cep44"	NA	chrNC_000074.7	-	56983515	56985935	56983515	56984767	56985810	56985935	4716	49,39,67	0,2,1	79,33,45	0,0,0	1143	100	0.657510011402	1.0	1.0,0.63,0.854	1.0,1.0,1.0	-0.172
4717	"Rnf150"	NA	chrNC_000074.7	+	83589895	83591119	83589895	83590521	83590746	83591119	4717	19,63,28	3,0,0	72,37,160	1,1,5	325	100	0.231907087235	0.6581313618254562	0.661,1.0,1.0	0.957,0.919,0.908	-0.041
4718	"Ilf3"	NA	chrNC_000075.7	+	21311747	21314797	21311747	21314240	21314431	21314797	4718	74,69,62	0,1,1	75,74,104	0,0,0	291	100	1	1.0	1.0,0.96,0.955	1.0,1.0,1.0	-0.028
4721	"Slc26a11"	NA	chrNC_000077.7	+	119253042	119254368	119253042	119253122	119254225	119254368	4721	48,22,38	39,28,46	48,44,55	30,33,32	1203	100	0.0170587139337	0.14014389600916613	0.093,0.061,0.064	0.117,0.1,0.125	-0.041
4722	"Ints10"	NA	chrNC_000074.7	+	69276819	69277781	69276819	69276919	69277703	69277781	4722	213,196,119	13,13,15	196,196,467	4,18,56	884	100	0.749791292677	1.0	0.65,0.63,0.473	0.847,0.552,0.485	-0.044
4723	"Zfp672"	NA	chrNC_000077.7	-	58210149	58210780	58210149	58210416	58210692	58210780	4723	56,43,41	30,33,38	45,63,77	21,23,27	376	100	0.0030366152363	0.048646576085526	0.332,0.257,0.223	0.363,0.421,0.431	-0.134
4724	"Zfp672"	NA	chrNC_000077.7	-	58210692	58213555	58210692	58210780	58213394	58213555	4724	477,441,347	14,16,36	323,437,572	23,21,22	2714	100	0.973451435802	1.0	0.557,0.504,0.262	0.341,0.434,0.489	0.02
4725	"Zfp672"	NA	chrNC_000077.7	-	58210692	58213555	58210692	58210780	58213425	58213555	4725	506,460,372	42,29,31	336,459,592	38,32,48	2745	100	0.48985310819	0.9558400478932765	0.305,0.366,0.304	0.244,0.343,0.31	0.026
4726	"Potefam3d"	NA	chrNC_000074.7	-	69927351	69935366	69927351	69927946	69935323	69935366	4726	2,6,1	0,0,0	21,2,20	0,0,1	7477	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.211	0.263
4727	"Potefam3d"	NA	chrNC_000074.7	-	69938412	69940128	69938412	69938474	69940091	69940128	4727	0,6,0	0,2,0	5,4,4	0,0,0	1717	100	1	1.0	NA,0.149,NA	1.0,1.0,1.0	-0.851
4729	"Gm12843"	NA	chrNC_000070.7	+	117154280	117162586	117154280	117154954	117158715	117162586	4729	0,2,1	0,0,0	1,9,6	0,2,0	3861	100	1	1.0	NA,1.0,1.0	1.0,0.104,1.0	0.299
4730	"Gm12843"	NA	chrNC_000070.7	+	117154280	117162586	117154280	117156606	117158715	117162586	4730	0,2,0	0,6,2	1,8,2	0,0,0	2209	100	1	1.0	NA,0.015,0.0	1.0,1.0,1.0	-0.993
4735	"Sugp1"	NA	chrNC_000074.7	+	70495436	70495730	70495436	70495527	70495670	70495730	4735	58,53,41	0,0,0	62,58,44	0,2,1	243	100	0.323671020392	0.7882185756874442	1.0,1.0,1.0	1.0,0.923,0.948	0.043
4736	"Dcaf15"	NA	chrNC_000074.7	-	84823702	84824481	84823702	84824137	84824251	84824481	4736	68,54,58	4,5,6	87,95,103	3,0,3	214	100	0.00144036218735	0.030562387074631787	0.888,0.835,0.819	0.931,1.0,0.941	-0.11
4737	"Dcaf15"	NA	chrNC_000074.7	-	84828792	84829510	84828792	84828899	84829374	84829510	4737	84,65,70	112,85,105	69,87,91	107,132,145	575	100	0.426083695699	0.8813248295801136	0.115,0.117,0.104	0.101,0.103,0.098	0.011
4738	"Sugp2"	NA	chrNC_000074.7	+	70713118	70713967	70713118	70713239	70713880	70713967	4738	322,358,270	81,38,52	250,377,781	60,49,72	741	100	0.410183231908	0.869031516001343	0.349,0.56,0.412	0.36,0.509,0.594	-0.047
4739	"Sugp2"	NA	chrNC_000074.7	+	70713118	70715755	70713118	70713239	70715520	70715755	4739	599,700,465	40,55,31	462,624,1465	15,38,76	2381	100	0.0487370906485	0.2701620042176367	0.386,0.348,0.386	0.564,0.408,0.447	-0.1
